,_id,Country,CountryCode,ObservationType,IndicatorCode,IndicatorNameShort,RANK,SCORE,YEAR,RAW
192,{'$oid': '642b15e88c5067f4a899fd9c'},Austria,AUT,IndicatorObservation,CSTUNT,Child Stunting,38,0.977,2018,1.17
193,{'$oid': '642b15e88c5067f4a899fd9d'},Austria,AUT,IndicatorObservation,CYBSEC,Global Cybersecurity Index,22,0.83,2018,0.83
194,{'$oid': '642b15e88c5067f4a899fd9e'},Austria,AUT,IndicatorObservation,DEFRST,Deforestation,15,0.432,2018,0.059
195,{'$oid': '642b15e88c5067f4a899fd9f'},Austria,AUT,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,41,0.6,2017,90
196,{'$oid': '642b15e88c5067f4a899fda0'},Austria,AUT,IndicatorObservation,DRKWAT,Safe Drinking Water,9,1,2015,99.97
197,{'$oid': '642b15e88c5067f4a899fda1'},Austria,AUT,IndicatorObservation,EDEMOC,Electoral Democracy Index,25,0.846,2018,0.846
198,{'$oid': '642b15e88c5067f4a899fda2'},Austria,AUT,IndicatorObservation,ENRPRI,Primary School Net Enrollment,18,0.895,2016,97.9
199,{'$oid': '642b15e88c5067f4a899fda3'},Austria,AUT,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,8,0.991,2017,99.73
200,{'$oid': '642b15e88c5067f4a899fda4'},Austria,AUT,IndicatorObservation,EWASTE,E-Waste Generation,21,0.532,2018,18.71947119
201,{'$oid': '642b15e88c5067f4a899fda5'},Austria,AUT,IndicatorObservation,FAMPLN,Unment Need for Family Planning,31,0.495,2018,10.1
202,{'$oid': '642b15e88c5067f4a899fda6'},Austria,AUT,IndicatorObservation,FATINJ,Fatal Workplace Injuries,30,0.92,2016,2
203,{'$oid': '642b15e88c5067f4a899fda7'},Austria,AUT,IndicatorObservation,FDEPTH,Financial Depth,23,0.423,2018,0.423
204,{'$oid': '642b15e88c5067f4a899fda8'},Austria,AUT,IndicatorObservation,FORAID,Foreign Aid,33,0.122,2018,0.122
205,{'$oid': '642b15e88c5067f4a899fda9'},Austria,AUT,IndicatorObservation,FSTABL,Financial Stability,31,0.84,2018,1.6
206,{'$oid': '642b15e88c5067f4a899fdaa'},Austria,AUT,IndicatorObservation,GENDEQ,Gender Equality Index,9,0.911,2018,3.6442
207,{'$oid': '642b15e88c5067f4a899fdab'},Austria,AUT,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,37,0.806,2017,29.7
208,{'$oid': '642b15e88c5067f4a899fdac'},Austria,AUT,IndicatorObservation,GTRANS,Green Transport Index,40,0.495,2016,0.495
209,{'$oid': '642b15e88c5067f4a899fdad'},Austria,AUT,IndicatorObservation,INCARC,Incarceration Rates,34,0.884,2018,98
210,{'$oid': '642b15e88c5067f4a899fdae'},Austria,AUT,IndicatorObservation,INCONV,Adoption of Key UN Conventions,5,0.9,2019,9
211,{'$oid': '642b15e88c5067f4a899fdaf'},Austria,AUT,IndicatorObservation,INTRNT,Internet Access and Quality,27,0.493,2016/2020,0.49255
212,{'$oid': '642b15e88c5067f4a899fdb0'},Austria,AUT,IndicatorObservation,ISHRAT,Income Share Ratio,8,0.474,2018,0.697
213,{'$oid': '642b15e88c5067f4a899fdb1'},Austria,AUT,IndicatorObservation,IUCNRL,IUCN Red List Index,24,0.78,2018,0.89
214,{'$oid': '642b15e88c5067f4a899fdb2'},Austria,AUT,IndicatorObservation,LFPART,Labor Force Participation,9,0.887,2017,88.66
215,{'$oid': '642b15e88c5067f4a899fdb3'},Austria,AUT,IndicatorObservation,MATERN,Paid Maternity Leave,3,0.862,2018,44.8
216,{'$oid': '642b15e88c5067f4a899fdb4'},Austria,AUT,IndicatorObservation,MILEXP,Military Expenditure,42,0.92,2018,0.8
217,{'$oid': '642b15e88c5067f4a899fdb5'},Austria,AUT,IndicatorObservation,MSWGEN,Municipal Solid Waste Generation,12,0.216,2018,588
218,{'$oid': '642b15e88c5067f4a899fdb6'},Austria,AUT,IndicatorObservation,MURDER,Intentional Homicide Rate,37,0.967,2016,0.66
219,{'$oid': '642b15e88c5067f4a899fdb7'},Austria,AUT,IndicatorObservation,NITROG,Sustainable Nitrogen Management,2,0.713,2018,71.34
220,{'$oid': '642b15e88c5067f4a899fdb8'},Austria,AUT,IndicatorObservation,NRGINT,Energy Intensity,36,0.813,2018,2.81
221,{'$oid': '642b15e88c5067f4a899fdb9'},Austria,AUT,IndicatorObservation,PHYSPC,"Physicians per 10,000",2,0.747,2010-2017,52.3
222,{'$oid': '642b15e88c5067f4a899fdba'},Austria,AUT,IndicatorObservation,PUBACC,Public Access to Financial Sector,14,0.982,2017,98.16
223,{'$oid': '642b15e88c5067f4a899fdbb'},Austria,AUT,IndicatorObservation,PUBSRV,Quality of Public Services & Government,15,0.802,2018,1.51
224,{'$oid': '642b15e88c5067f4a899fdbc'},Austria,AUT,IndicatorObservation,PUPTCH,Primary School Pupil to Teacher Ratio,38,0.916,2018,11.6
225,{'$oid': '642b15e88c5067f4a899fdbd'},Austria,AUT,IndicatorObservation,RDFUND,Research and Development,10,0.806,2018,0.806
226,{'$oid': '642b15e88c5067f4a899fdbe'},Austria,AUT,IndicatorObservation,RECYCL,Recycling Rate,23,0.367,2018,25.66
227,{'$oid': '642b15e88c5067f4a899fdbf'},Austria,AUT,IndicatorObservation,RULELW,Rule of Law Index,23,0.955,2018,0.955
228,{'$oid': '642b15e88c5067f4a899fdc0'},Austria,AUT,IndicatorObservation,SANSRV,Basic Sanitation Services,12,0.987,2015,98.69
229,{'$oid': '642b15e88c5067f4a899fdc1'},Austria,AUT,IndicatorObservation,SECAPP,Security Apparatus,40,0.84,2019,1.6
230,{'$oid': '642b15e88c5067f4a899fdc2'},Austria,AUT,IndicatorObservation,SENIOR,Senior Wellbeing,13,0.748,2018,0.748
231,{'$oid': '642b15e88c5067f4a899fdc3'},Austria,AUT,IndicatorObservation,STKHLM,Stockholm Convention Compliance,1,1,2015,100
232,{'$oid': '642b15e88c5067f4a899fdc4'},Austria,AUT,IndicatorObservation,TAXEVA,Tax Evasion,24,0.843,2018/2019,284.205
233,{'$oid': '642b15e88c5067f4a899fdc5'},Austria,AUT,IndicatorObservation,TAXREV,Tax Revenue,7,0.507,2017,25.35292
234,{'$oid': '642b15e88c5067f4a899fdc6'},Austria,AUT,IndicatorObservation,TRNETW,National Transport Network Intensity,13,0.821,2007-17,0.821
235,{'$oid': '642b15e88c5067f4a899fdc7'},Austria,AUT,IndicatorObservation,UNEMPL,Unemployment Benefits Coverage,1,1,2018,100
236,{'$oid': '642b15e88c5067f4a899fdc8'},Austria,AUT,IndicatorObservation,WATMAN,Water Management,21,0.68,2018,0.68
237,{'$oid': '642b15e88c5067f4a899fdc9'},Belgium,BEL,IndexAggregate,MS,Market Structure Pillar,6,0.739,2018,
238,{'$oid': '642b15e88c5067f4a899fdca'},Belgium,BEL,IndexAggregate,MS_FIN,MS: Financial Sector Category,19,0.747,2018,
239,{'$oid': '642b15e88c5067f4a899fdcb'},Belgium,BEL,IndexAggregate,MS_NEQ,MS: Inequality Category,8,0.649,2018,
240,{'$oid': '642b15e88c5067f4a899fdcc'},Belgium,BEL,IndexAggregate,MS_TAX,MS: Tax Category,11,0.649,2018,
241,{'$oid': '642b15e88c5067f4a899fdcd'},Belgium,BEL,IndexAggregate,MS_WEN,MS: Worker Engagement Category,6,0.904,2018,
242,{'$oid': '642b15e88c5067f4a899fdce'},Belgium,BEL,IndexAggregate,MS_WWB,MS: Worker Wellbeing Category,7,0.746,2018,
243,{'$oid': '642b15e88c5067f4a899fdcf'},Belgium,BEL,IndexAggregate,PG,Public Goods Pillar,8,0.834,2018,
244,{'$oid': '642b15e88c5067f4a899fdd0'},Belgium,BEL,IndexAggregate,PG_EDU,PG: Education Category,14,0.899,2018,
245,{'$oid': '642b15e88c5067f4a899fdd1'},Belgium,BEL,IndexAggregate,PG_GLB,PG: Global Role Category,11,0.716,2018,
246,{'$oid': '642b15e88c5067f4a899fdd2'},Belgium,BEL,IndexAggregate,PG_HLC,PG: Healthcare Category,5,0.779,2018,
247,{'$oid': '642b15e88c5067f4a899fdd3'},Belgium,BEL,IndexAggregate,PG_INF,PG: Infrastructure Category,5,0.88,2018,
248,{'$oid': '642b15e88c5067f4a899fdd4'},Belgium,BEL,IndexAggregate,PG_RTS,PG: Rights Category,,0.896,2018,
249,{'$oid': '642b15e88c5067f4a899fdd5'},Belgium,BEL,IndexAggregate,PG_RTS,PG: Rights Catgory,9,,2018,
250,{'$oid': '642b15e88c5067f4a899fdd6'},Belgium,BEL,IndexAggregate,PG_SAF,PG: Public Safety Category,20,0.834,2018,
251,{'$oid': '642b15e88c5067f4a899fdd7'},Belgium,BEL,IndexAggregate,SSPI,SSPI,,3.838,2018,
252,{'$oid': '642b15e88c5067f4a899fdd8'},Belgium,BEL,IndexAggregate,SSPI,SSPI Overall,43,,2018,
253,{'$oid': '642b15e88c5067f4a899fdd9'},Belgium,BEL,IndexAggregate,SUS,Sustainability Pillar,11,0.617,2018,
254,{'$oid': '642b15e88c5067f4a899fdda'},Belgium,BEL,IndexAggregate,SUS_ECO,Sus: Ecosystem Category,6,0.919,2018,
255,{'$oid': '642b15e88c5067f4a899fddb'},Belgium,BEL,IndexAggregate,SUS_GHG,Sus: Greenhouse Gases Category,12,0.746,2018,
256,{'$oid': '642b15e88c5067f4a899fddc'},Belgium,BEL,IndexAggregate,SUS_LND,Sus: Land Category,15,0.59,2018,
257,{'$oid': '642b15e88c5067f4a899fddd'},Belgium,BEL,IndexAggregate,SUS_NRG,Sus: Energy Category,32,0.52,2018,
258,{'$oid': '642b15e88c5067f4a899fdde'},Belgium,BEL,IndexAggregate,SUS_WST,Sus: Waste Category,38,0.312,2018,
259,{'$oid': '642b15e88c5067f4a899fddf'},Belgium,BEL,IndicatorObservation,AIRPOL,Air Pollution,23,0.678,2016,12.88
260,{'$oid': '642b15e88c5067f4a899fde0'},Belgium,BEL,IndicatorObservation,ALTNRG,Alternative Energy Generation,34,0.137,2018,8.199
261,{'$oid': '642b15e88c5067f4a899fde1'},Belgium,BEL,IndicatorObservation,AQELEC,Availability and Quality of Electricity,18,0.963,2018,0.9628
262,{'$oid': '642b15e88c5067f4a899fde2'},Belgium,BEL,IndicatorObservation,ARMEXP,Arms Exports,27,0.986,2018,21
263,{'$oid': '642b15e88c5067f4a899fde3'},Belgium,BEL,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,27,0.946,,98.91
264,{'$oid': '642b15e88c5067f4a899fde4'},Belgium,BEL,IndicatorObservation,BEEFMK,Beef Market,26,0.78,2018,0.78
265,{'$oid': '642b15e88c5067f4a899fde5'},Belgium,BEL,IndicatorObservation,BIODIV,Biodiversity Protection,12,0.858,2018,85.815
266,{'$oid': '642b15e88c5067f4a899fde6'},Belgium,BEL,IndicatorObservation,CARBON,Carbon Capture,10,0.66,2018,31.282
267,{'$oid': '642b15e88c5067f4a899fde7'},Belgium,BEL,IndicatorObservation,CHILDW,Child Worker Engagement,1,1,2018,1
268,{'$oid': '642b15e88c5067f4a899fde8'},Belgium,BEL,IndicatorObservation,COALPW,Energy from Coal Sources,31,0.8802939381,2018,5.985303093
269,{'$oid': '642b15e88c5067f4a899fde9'},Belgium,BEL,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,3,0.96,2016,0.96
270,{'$oid': '642b15e88c5067f4a899fdea'},Belgium,BEL,IndicatorObservation,CRPTAX,Corporate Tax Rate,8,0.725,2018,29
271,{'$oid': '642b15e88c5067f4a899fdeb'},Belgium,BEL,IndicatorObservation,CSTUNT,Child Stunting,40,0.977,2018,1.14
272,{'$oid': '642b15e88c5067f4a899fdec'},Belgium,BEL,IndicatorObservation,CYBSEC,Global Cybersecurity Index,25,0.81,2018,0.81
273,{'$oid': '642b15e88c5067f4a899fded'},Belgium,BEL,IndicatorObservation,DEFRST,Deforestation,35,0.28,2018,-0.032
274,{'$oid': '642b15e88c5067f4a899fdee'},Belgium,BEL,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,7,0.92,2017,98
275,{'$oid': '642b15e88c5067f4a899fdef'},Belgium,BEL,IndicatorObservation,DRKWAT,Safe Drinking Water,17,0.995,2015,99.49
276,{'$oid': '642b15e88c5067f4a899fdf0'},Belgium,BEL,IndicatorObservation,EDEMOC,Electoral Democracy Index,8,0.891,2018,0.891
277,{'$oid': '642b15e88c5067f4a899fdf1'},Belgium,BEL,IndicatorObservation,ENRPRI,Primary School Net Enrollment,14,0.915,2016,98.29
278,{'$oid': '642b15e88c5067f4a899fdf2'},Belgium,BEL,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,31,0.904,2016,97.11
279,{'$oid': '642b15e88c5067f4a899fdf3'},Belgium,BEL,IndicatorObservation,EWASTE,E-Waste Generation,3,0,2018,52.55765494
280,{'$oid': '642b15e88c5067f4a899fdf4'},Belgium,BEL,IndicatorObservation,FAMPLN,Unment Need for Family Planning,45,0.62,2018,7.6
281,{'$oid': '642b15e88c5067f4a899fdf5'},Belgium,BEL,IndicatorObservation,FATINJ,Fatal Workplace Injuries,36,0.936,2015,1.6
282,{'$oid': '642b15e88c5067f4a899fdf6'},Belgium,BEL,IndicatorObservation,FDEPTH,Financial Depth,21,0.454,2018,0.454
283,{'$oid': '642b15e88c5067f4a899fdf7'},Belgium,BEL,IndicatorObservation,FORAID,Foreign Aid,20,0.247,2018,0.247
284,{'$oid': '642b15e88c5067f4a899fdf8'},Belgium,BEL,IndicatorObservation,FSTABL,Financial Stability,24,0.8,2018,2
285,{'$oid': '642b15e88c5067f4a899fdf9'},Belgium,BEL,IndicatorObservation,GENDEQ,Gender Equality Index,7,0.94,2018,3.76
286,{'$oid': '642b15e88c5067f4a899fdfa'},Belgium,BEL,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,42,0.852,2017,27.4
287,{'$oid': '642b15e88c5067f4a899fdfb'},Belgium,BEL,IndicatorObservation,GTRANS,Green Transport Index,30,0.577,2016,0.577
288,{'$oid': '642b15e88c5067f4a899fdfc'},Belgium,BEL,IndicatorObservation,INCARC,Incarceration Rates,34,0.884,2018,98
289,{'$oid': '642b15e88c5067f4a899fdfd'},Belgium,BEL,IndicatorObservation,INCONV,Adoption of Key UN Conventions,5,0.9,2019,9
290,{'$oid': '642b15e88c5067f4a899fdfe'},Belgium,BEL,IndicatorObservation,INTRNT,Internet Access and Quality,9,0.598,2016/2020,0.59755
291,{'$oid': '642b15e88c5067f4a899fdff'},Belgium,BEL,IndicatorObservation,ISHRAT,Income Share Ratio,12,0.445,2018,0.667
292,{'$oid': '642b15e88c5067f4a899fe00'},Belgium,BEL,IndicatorObservation,IUCNRL,IUCN Red List Index,1,0.98,2018,0.99
293,{'$oid': '642b15e88c5067f4a899fe01'},Belgium,BEL,IndicatorObservation,LFPART,Labor Force Participation,34,0.848,2017,84.83
294,{'$oid': '642b15e88c5067f4a899fe02'},Belgium,BEL,IndicatorObservation,MATERN,Paid Maternity Leave,37,0.252,2016,13.1
295,{'$oid': '642b15e88c5067f4a899fe03'},Belgium,BEL,IndicatorObservation,MILEXP,Military Expenditure,36,0.89,2018,1.1
296,{'$oid': '642b15e88c5067f4a899fe04'},Belgium,BEL,IndicatorObservation,MSWGEN,Municipal Solid Waste Generation,35,0.447,2018,415
297,{'$oid': '642b15e88c5067f4a899fe05'},Belgium,BEL,IndicatorObservation,MURDER,Intentional Homicide Rate,16,0.903,2016,1.95
298,{'$oid': '642b15e88c5067f4a899fe06'},Belgium,BEL,IndicatorObservation,NITROG,Sustainable Nitrogen Management,23,0.476,2018,47.61
299,{'$oid': '642b15e88c5067f4a899fe07'},Belgium,BEL,IndicatorObservation,NRGINT,Energy Intensity,20,0.745,2018,3.82
300,{'$oid': '642b15e88c5067f4a899fe08'},Belgium,BEL,IndicatorObservation,PHYSPC,"Physicians per 10,000",29,0.43,2010-2017,30.11
301,{'$oid': '642b15e88c5067f4a899fe09'},Belgium,BEL,IndicatorObservation,PUBACC,Public Access to Financial Sector,11,0.986,2017,98.64
302,{'$oid': '642b15e88c5067f4a899fe0a'},Belgium,BEL,IndicatorObservation,PUBSRV,Quality of Public Services & Government,22,0.766,2018,1.33
303,{'$oid': '642b15e88c5067f4a899fe0b'},Belgium,BEL,IndicatorObservation,PUPTCH,Primary School Pupil to Teacher Ratio,34,0.877,2018,12.8
304,{'$oid': '642b15e88c5067f4a899fe0c'},Belgium,BEL,IndicatorObservation,RDFUND,Research and Development,13,0.742,2018,0.742
305,{'$oid': '642b15e88c5067f4a899fe0d'},Belgium,BEL,IndicatorObservation,RECYCL,Recycling Rate,8,0.49,2018,34.3
306,{'$oid': '642b15e88c5067f4a899fe0e'},Belgium,BEL,IndicatorObservation,RULELW,Rule of Law Index,10,0.985,2018,0.985
307,{'$oid': '642b15e88c5067f4a899fe0f'},Belgium,BEL,IndicatorObservation,SANSRV,Basic Sanitation Services,14,0.984,2015,98.37
308,{'$oid': '642b15e88c5067f4a899fe10'},Belgium,BEL,IndicatorObservation,SECAPP,Security Apparatus,32,0.74,2019,2.6
309,{'$oid': '642b15e88c5067f4a899fe11'},Belgium,BEL,IndicatorObservation,SENIOR,Senior Wellbeing,5,0.797,2018,0.797
310,{'$oid': '642b15e88c5067f4a899fe12'},Belgium,BEL,IndicatorObservation,STKHLM,Stockholm Convention Compliance,1,1,2015,100
311,{'$oid': '642b15e88c5067f4a899fe13'},Belgium,BEL,IndicatorObservation,TAXEVA,Tax Evasion,11,0.758,2018/2019,517.985
312,{'$oid': '642b15e88c5067f4a899fe14'},Belgium,BEL,IndicatorObservation,TAXREV,Tax Revenue,13,0.466,2017,23.28169
313,{'$oid': '642b15e88c5067f4a899fe15'},Belgium,BEL,IndicatorObservation,TRNETW,National Transport Network Intensity,7,0.862,2007-17,0.862
314,{'$oid': '642b15e88c5067f4a899fe16'},Belgium,BEL,IndicatorObservation,UNEMPL,Unemployment Benefits Coverage,1,1,2018,100
315,{'$oid': '642b15e88c5067f4a899fe17'},Belgium,BEL,IndicatorObservation,WATMAN,Water Management,38,0.53,2018,0.53
316,{'$oid': '642b15e88c5067f4a899fe18'},Brazil,BRA,IndexAggregate,MS,Market Structure Pillar,34,0.524,2018,
317,{'$oid': '642b15e88c5067f4a899fe19'},Brazil,BRA,IndexAggregate,MS_FIN,MS: Financial Sector Category,36,0.57,2018,
318,{'$oid': '642b15e88c5067f4a899fe1a'},Brazil,BRA,IndexAggregate,MS_NEQ,MS: Inequality Category,48,0.161,2018,
319,{'$oid': '642b15e88c5067f4a899fe1b'},Brazil,BRA,IndexAggregate,MS_TAX,MS: Tax Category,7,0.682,2018,
320,{'$oid': '642b15e88c5067f4a899fe1c'},Brazil,BRA,IndexAggregate,MS_WEN,MS: Worker Engagement Category,14,0.753,2018,
321,{'$oid': '642b15e88c5067f4a899fe1d'},Brazil,BRA,IndexAggregate,MS_WWB,MS: Worker Wellbeing Category,38,0.451,2018,
322,{'$oid': '642b15e88c5067f4a899fe1e'},Brazil,BRA,IndexAggregate,PG,Public Goods Pillar,42,0.606,2018,
323,{'$oid': '642b15e88c5067f4a899fe1f'},Brazil,BRA,IndexAggregate,PG_EDU,PG: Education Category,40,0.723,2018,
324,{'$oid': '642b15e88c5067f4a899fe20'},Brazil,BRA,IndexAggregate,PG_GLB,PG: Global Role Category,30,0.604,2018,
325,{'$oid': '642b15e88c5067f4a899fe21'},Brazil,BRA,IndexAggregate,PG_HLC,PG: Healthcare Category,38,0.652,2018,
326,{'$oid': '642b15e88c5067f4a899fe22'},Brazil,BRA,IndexAggregate,PG_INF,PG: Infrastructure Category,43,0.658,2018,
327,{'$oid': '642b15e88c5067f4a899fe23'},Brazil,BRA,IndexAggregate,PG_RTS,PG: Rights Category,,0.685,2018,
328,{'$oid': '642b15e88c5067f4a899fe24'},Brazil,BRA,IndexAggregate,PG_RTS,PG: Rights Catgory,39,,2018,
329,{'$oid': '642b15e88c5067f4a899fe25'},Brazil,BRA,IndexAggregate,PG_SAF,PG: Public Safety Category,49,0.313,2018,
330,{'$oid': '642b15e88c5067f4a899fe26'},Brazil,BRA,IndexAggregate,SSPI,SSPI,,12.739,2018,
331,{'$oid': '642b15e88c5067f4a899fe27'},Brazil,BRA,IndexAggregate,SSPI,SSPI Overall,18,,2018,
332,{'$oid': '642b15e88c5067f4a899fe28'},Brazil,BRA,IndexAggregate,SUS,Sustainability Pillar,28,0.567,2018,
333,{'$oid': '642b15e88c5067f4a899fe29'},Brazil,BRA,IndexAggregate,SUS_ECO,Sus: Ecosystem Category,26,0.631,2018,
334,{'$oid': '642b15e88c5067f4a899fe2a'},Brazil,BRA,IndexAggregate,SUS_GHG,Sus: Greenhouse Gases Category,32,0.643,2018,
335,{'$oid': '642b15e88c5067f4a899fe2b'},Brazil,BRA,IndexAggregate,SUS_LND,Sus: Land Category,37,0.443,2018,
336,{'$oid': '642b15e88c5067f4a899fe2c'},Brazil,BRA,IndexAggregate,SUS_NRG,Sus: Energy Category,7,0.668,2018,
337,{'$oid': '642b15e88c5067f4a899fe2d'},Brazil,BRA,IndexAggregate,SUS_WST,Sus: Waste Category,19,0.448,2018,
338,{'$oid': '642b15e88c5067f4a899fe2e'},Brazil,BRA,IndicatorObservation,AIRPOL,Air Pollution,30,0.713,2016,11.49
339,{'$oid': '642b15e88c5067f4a899fe2f'},Brazil,BRA,IndicatorObservation,ALTNRG,Alternative Energy Generation,5,0.552,2018,33.13
340,{'$oid': '642b15e88c5067f4a899fe30'},Brazil,BRA,IndicatorObservation,AQELEC,Availability and Quality of Electricity,44,0.821,2018,0.821
341,{'$oid': '642b15e88c5067f4a899fe31'},Brazil,BRA,IndicatorObservation,ARMEXP,Arms Exports,17,0.933,2018,100
342,{'$oid': '642b15e88c5067f4a899fe32'},Brazil,BRA,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,24,0.955,2016,99.1
343,{'$oid': '642b15e88c5067f4a899fe33'},Brazil,BRA,IndicatorObservation,BEEFMK,Beef Market,44,0.428,2018,0.428
344,{'$oid': '642b15e88c5067f4a899fe34'},Brazil,BRA,IndicatorObservation,BIODIV,Biodiversity Protection,31,0.462,2018,46.197
345,{'$oid': '642b15e88c5067f4a899fe35'},Brazil,BRA,IndicatorObservation,CARBON,Carbon Capture,37,0.159,2018,3.732
346,{'$oid': '642b15e88c5067f4a899fe36'},Brazil,BRA,IndicatorObservation,CHILDW,Child Worker Engagement,42,0.23,2018,0.23
347,{'$oid': '642b15e88c5067f4a899fe37'},Brazil,BRA,IndicatorObservation,COALPW,Energy from Coal Sources,33,0.8848293794,2018,5.75853103
348,{'$oid': '642b15e88c5067f4a899fe38'},Brazil,BRA,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,12,0.71,2014,0.71
349,{'$oid': '642b15e88c5067f4a899fe39'},Brazil,BRA,IndicatorObservation,CRPTAX,Corporate Tax Rate,1,0.85,2018,34
350,{'$oid': '642b15e88c5067f4a899fe3a'},Brazil,BRA,IndicatorObservation,CSTUNT,Child Stunting,18,0.889,2018,5.56
351,{'$oid': '642b15e88c5067f4a899fe3b'},Brazil,BRA,IndicatorObservation,CYBSEC,Global Cybersecurity Index,43,0.58,2018,0.58
352,{'$oid': '642b15e88c5067f4a899fe3c'},Brazil,BRA,IndicatorObservation,DEFRST,Deforestation,44,0.104,2018,-0.137
353,{'$oid': '642b15e88c5067f4a899fe3d'},Brazil,BRA,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,42,0.56,2017,89
354,{'$oid': '642b15e88c5067f4a899fe3e'},Brazil,BRA,IndicatorObservation,DRKWAT,Safe Drinking Water,44,0.862,2015,86.15
355,{'$oid': '642b15e88c5067f4a899fe3f'},Brazil,BRA,IndicatorObservation,EDEMOC,Electoral Democracy Index,34,0.762,2018,0.762
356,{'$oid': '642b15e88c5067f4a899fe40'},Brazil,BRA,IndicatorObservation,ENRPRI,Primary School Net Enrollment,33,0.774,2016,95.47
357,{'$oid': '642b15e88c5067f4a899fe41'},Brazil,BRA,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,34,0.876,2016,96.29
358,{'$oid': '642b15e88c5067f4a899fe42'},Brazil,BRA,IndicatorObservation,EWASTE,E-Waste Generation,39,0.83,2018,6.787980769
359,{'$oid': '642b15e88c5067f4a899fe43'},Brazil,BRA,IndicatorObservation,FAMPLN,Unment Need for Family Planning,42,0.59,2018,8.2
360,{'$oid': '642b15e88c5067f4a899fe44'},Brazil,BRA,IndicatorObservation,FATINJ,Fatal Workplace Injuries,11,0.704,2011,7.4
361,{'$oid': '642b15e88c5067f4a899fe45'},Brazil,BRA,IndicatorObservation,FDEPTH,Financial Depth,33,0.321,2018,0.321
362,{'$oid': '642b15e88c5067f4a899fe46'},Brazil,BRA,IndicatorObservation,FORAID,Foreign Aid,19,0.284,2018,0.284
363,{'$oid': '642b15e88c5067f4a899fe47'},Brazil,BRA,IndicatorObservation,FSTABL,Financial Stability,16,0.69,2018,3.1
364,{'$oid': '642b15e88c5067f4a899fe48'},Brazil,BRA,IndicatorObservation,GENDEQ,Gender Equality Index,42,0.675,2018,2.6992
365,{'$oid': '642b15e88c5067f4a899fe49'},Brazil,BRA,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,2,0.322,2018,53.9
366,{'$oid': '642b15e88c5067f4a899fe4a'},Brazil,BRA,IndicatorObservation,GTRANS,Green Transport Index,17,0.617,2016,0.617
367,{'$oid': '642b15e88c5067f4a899fe4b'},Brazil,BRA,IndicatorObservation,INCARC,Incarceration Rates,4,0.372,2018,354
368,{'$oid': '642b15e88c5067f4a899fe4c'},Brazil,BRA,IndicatorObservation,INCONV,Adoption of Key UN Conventions,5,0.9,2019,9
369,{'$oid': '642b15e88c5067f4a899fe4d'},Brazil,BRA,IndicatorObservation,INTRNT,Internet Access and Quality,43,0.253,2016/2020,0.2529
370,{'$oid': '642b15e88c5067f4a899fe4e'},Brazil,BRA,IndicatorObservation,ISHRAT,Income Share Ratio,47,0,2018,0.165
371,{'$oid': '642b15e88c5067f4a899fe4f'},Brazil,BRA,IndicatorObservation,IUCNRL,IUCN Red List Index,22,0.8,2018,0.9
